del_county	del_state	del_county_full_name	pop_density	median_hh_income
Decatur County	GA	"Decatur County, Georgia"	18.98512198	41481
Dooly County	GA	"Dooly County, Georgia"	11.02163901	37340
Early County	GA	"Early County, Georgia"	8.175491358	30640
Effingham County	GA	"Effingham County, Georgia"	52.22625847	66822
Evans County	GA	"Evans County, Georgia"	22.7445976	42607
Floyd County	GA	"Floyd County, Georgia"	74.66196374	48336
Franklin County	GA	"Franklin County, Georgia"	34.60516202	42488
Glascock County	GA	"Glascock County, Georgia"	7.746456751	
Grady County	GA	"Grady County, Georgia"	22.28959558	43531
Habersham County	GA	"Habersham County, Georgia"	64.19192316	50563
Hancock County	GA	"Hancock County, Georgia"	7.159499111	31860
Lowndes County	GA	"Lowndes County, Georgia"	91.82104366	42441
McDuffie County	GA	"McDuffie County, Georgia"	32.45173127	43468
Madison County	GA	"Madison County, Georgia"	41.1917404	52500
Miller County	GA	"Miller County, Georgia"	8.202640705	44542
Monroe County	GA	"Monroe County, Georgia"	27.25192596	54754
Murray County	GA	"Murray County, Georgia"	44.80097004	48033
Oconee County	GA	"Oconee County, Georgia"	87.54760735	90751
Peach County	GA	"Peach County, Georgia"	71.88720668	46636
Pierce County	GA	"Pierce County, Georgia"	22.35938881	42804
Pulaski County	GA	"Pulaski County, Georgia"	15.26524923	45148
Rabun County	GA	"Rabun County, Georgia"	17.61133664	42500
Richmond County	GA	"Richmond County, Georgia"	245.9499941	42728
Screven County	GA	"Screven County, Georgia"	8.410477743	39842
Stephens County	GA	"Stephens County, Georgia"	57.81704282	47164
Talbot County	GA	"Talbot County, Georgia"	5.655727057	38549
Tattnall County	GA	"Tattnall County, Georgia"	18.34154424	40730
Terrell County	GA	"Terrell County, Georgia"	10.56116414	34768
Toombs County	GA	"Toombs County, Georgia"	28.67025794	40175
Troup County	GA	"Troup County, Georgia"	64.74625605	45649
Twiggs County	GA	"Twiggs County, Georgia"	8.621374388	34879
Walker County	GA	"Walker County, Georgia"	58.51687131	46157
Warren County	GA	"Warren County, Georgia"	7.080945106	37203
Wayne County	GA	"Wayne County, Georgia"	18.1340519	45483
White County	GA	"White County, Georgia"	44.9108159	52493
Wilkes County	GA	"Wilkes County, Georgia"	7.865944749	37838
Harrison County	TX	"Harrison County, Texas"	29.530174	52220
Hays County	TX	"Hays County, Texas"	137.5142086	68717
Hidalgo County	TX	"Hidalgo County, Texas"	214.0163706	40014
Hood County	TX	"Hood County, Texas"	56.53359256	64041
Howard County	TX	"Howard County, Texas"	14.9418839	54208
Hutchinson County	TX	"Hutchinson County, Texas"	8.970121331	52524
Jackson County	TX	"Jackson County, Texas"	6.976852355	62806
Jefferson County	TX	"Jefferson County, Texas"	112.9671329	51248
Johnson County	TX	"Johnson County, Texas"	95.84983812	64359
Loving County	TX	"Loving County, Texas"	0.036946594	
Lynn County	TX	"Lynn County, Texas"	2.422589638	43382
McMullen County	TX	"McMullen County, Texas"	0.203247449	
Martin County	TX	"Martin County, Texas"	2.209961453	66610
Maverick County	TX	"Maverick County, Texas"	17.46836638	39625
Midland County	TX	"Midland County, Texas"	72.89415519	79421
Mitchell County	TX	"Mitchell County, Texas"	3.809788691	51492
Moore County	TX	"Moore County, Texas"	9.165708561	54871
Nacogdoches County	TX	"Nacogdoches County, Texas"	26.37856874	44847
Nolan County	TX	"Nolan County, Texas"	6.239464337	45537
Oldham County	TX	"Oldham County, Texas"	0.452353964	
Panola County	TX	"Panola County, Texas"	10.70286017	52982
Pecos County	TX	"Pecos County, Texas"	1.231371491	52397
Presidio County	TX	"Presidio County, Texas"	0.614017499	25098
Reagan County	TX	"Reagan County, Texas"	1.112005709	
Reeves County	TX	"Reeves County, Texas"	2.160709962	53311
Robertson County	TX	"Robertson County, Texas"	7.565782392	52928
Rusk County	TX	"Rusk County, Texas"	21.81342788	55234
San Jacinto County	TX	"San Jacinto County, Texas"	18.586041	41614
Schleicher County	TX	"Schleicher County, Texas"	0.722040577	
Shelby County	TX	"Shelby County, Texas"	11.6579593	42522
Val Verde County	TX	"Val Verde County, Texas"	5.842454852	46147
Walker County	TX	"Walker County, Texas"	37.6145979	43742
Washington County	TX	"Washington County, Texas"	22.8807071	54971
Wheeler County	TX	"Wheeler County, Texas"	2.106703714	49315
Willacy County	TX	"Willacy County, Texas"	13.1820814	35521
Winkler County	TX	"Winkler County, Texas"	3.575696556	60366
Yoakum County	TX	"Yoakum County, Texas"	3.714660611	70005
Zavala County	TX	"Zavala County, Texas"	2.877745904	34459
Jefferson Davis County	MS	"Jefferson Davis County, Mississippi"	10.70168011	32116
Jones County	MS	"Jones County, Mississippi"	37.36638251	41775
Lafayette County	MS	"Lafayette County, Mississippi"	34.11368009	50272
Lauderdale County	MS	"Lauderdale County, Mississippi"	40.0459093	42534
Lawrence County	MS	"Lawrence County, Mississippi"	10.77422717	41914
Lee County	MS	"Lee County, Mississippi"	71.51423925	50559
Leflore County	MS	"Leflore County, Mississippi"	18.41814528	26735
Lowndes County	MS	"Lowndes County, Mississippi"	44.97695823	50441
Madison County	MS	"Madison County, Mississippi"	58.99159109	71824
Marshall County	MS	"Marshall County, Mississippi"	18.4536869	42233
Monroe County	MS	"Monroe County, Mississippi"	17.24887929	42354
Neshoba County	MS	"Neshoba County, Mississippi"	19.69808343	37987
Noxubee County	MS	"Noxubee County, Mississippi"	5.712454679	33784
Oktibbeha County	MS	"Oktibbeha County, Mississippi"	43.63540826	40453
Pearl River County	MS	"Pearl River County, Mississippi"	26.71908167	46901
Perry County	MS	"Perry County, Mississippi"	6.86628547	42469
Pontotoc County	MS	"Pontotoc County, Mississippi"	24.18618806	44759
Prentiss County	MS	"Prentiss County, Mississippi"	23.26744157	39256
Rankin County	MS	"Rankin County, Mississippi"	78.18239896	65996
Scott County	MS	"Scott County, Mississippi"	17.7387433	34943
Simpson County	MS	"Simpson County, Mississippi"	17.00535749	43850
Stone County	MS	"Stone County, Mississippi"	15.88923392	45483
Sunflower County	MS	"Sunflower County, Mississippi"	14.37095322	30838
Tate County	MS	"Tate County, Mississippi"	26.7701319	51030
Tippah County	MS	"Tippah County, Mississippi"	18.39756607	39246
Tunica County	MS	"Tunica County, Mississippi"	8.316671947	39370
Union County	MS	"Union County, Mississippi"	25.80503549	45754
Warren County	MS	"Warren County, Mississippi"	29.33962735	45113
Washington County	MS	"Washington County, Mississippi"	23.95740862	29705
Webster County	MS	"Webster County, Mississippi"	9.099795497	45730
Wilkinson County	MS	"Wilkinson County, Mississippi"	4.889290512	27313
Yalobusha County	MS	"Yalobusha County, Mississippi"	10.31560345	41464
Yazoo County	MS	"Yazoo County, Mississippi"	11.19493896	33279
Catron County	NM	"Catron County, New Mexico"	0.19956995	
Chaves County	NM	"Chaves County, New Mexico"	4.146452408	43359
Cibola County	NM	"Cibola County, New Mexico"	2.310837952	39413
Colfax County	NM	"Colfax County, New Mexico"	1.27266576	36302
Curry County	NM	"Curry County, New Mexico"	13.30386437	45092
De Baca County	NM	"De Baca County, New Mexico"	0.282208924	
Doña Ana County	NM	"Doña Ana County, New Mexico"	22.2607069	40973
Eddy County	NM	"Eddy County, New Mexico"	5.760913133	65328
Grant County	NM	"Grant County, New Mexico"	2.747215588	37843
Guadalupe County	NM	"Guadalupe County, New Mexico"	0.567345365	
Harding County	NM	"Harding County, New Mexico"	0.119346849	
Hidalgo County	NM	"Hidalgo County, New Mexico"	0.469134489	
Lea County	NM	"Lea County, New Mexico"	6.546031696	60546
Lincoln County	NM	"Lincoln County, New Mexico"	1.619896209	46216
Los Alamos County	NM	"Los Alamos County, New Mexico"	68.70899565	121324
Luna County	NM	"Luna County, New Mexico"	3.310903457	29360
McKinley County	NM	"McKinley County, New Mexico"	5.163693301	33834
Mora County	NM	"Mora County, New Mexico"	0.839653512	
Otero County	NM	"Otero County, New Mexico"	3.961064693	41988
Quay County	NM	"Quay County, New Mexico"	1.174983535	29035
Rio Arriba County	NM	"Rio Arriba County, New Mexico"	2.659030408	39952
Sandoval County	NM	"Sandoval County, New Mexico"	15.48844314	63802
San Juan County	NM	"San Juan County, New Mexico"	8.513976119	50518
Santa Fe County	NM	"Santa Fe County, New Mexico"	31.29089338	61200
Socorro County	NM	"Socorro County, New Mexico"	0.964037444	42083
Okfuskee County	OK	"Okfuskee County, Oklahoma"	7.060808144	38411
Okmulgee County	OK	"Okmulgee County, Oklahoma"	20.32031183	42998
Osage County	OK	"Osage County, Oklahoma"	7.87428407	49103
Pawnee County	OK	"Pawnee County, Oklahoma"	10.56569605	48009
Payne County	OK	"Payne County, Oklahoma"	46.02663695	41603
Pontotoc County	OK	"Pontotoc County, Oklahoma"	20.4008205	50392
Pottawatomie County	OK	"Pottawatomie County, Oklahoma"	35.51012795	49250
Roger Mills County	OK	"Roger Mills County, Oklahoma"	1.16459858	
Rogers County	OK	"Rogers County, Oklahoma"	54.41736867	65434
Sequoyah County	OK	"Sequoyah County, Oklahoma"	22.51685175	40351
Stephens County	OK	"Stephens County, Oklahoma"	19.01119259	47214
Tillman County	OK	"Tillman County, Oklahoma"	3.088341803	42280
Tulsa County	OK	"Tulsa County, Oklahoma"	453.1787014	55517
Washington County	OK	"Washington County, Oklahoma"	48.74087119	54997
Washita County	OK	"Washita County, Oklahoma"	4.204789772	53274
Woodward County	OK	"Woodward County, Oklahoma"	6.359510509	60147
Baker County	OR	"Baker County, Oregon"	2.097660048	45998
Clackamas County	OR	"Clackamas County, Oregon"	86.97611466	80484
Clatsop County	OR	"Clatsop County, Oregon"	19.14915402	54886
Columbia County	OR	"Columbia County, Oregon"	30.8261915	62257
Coos County	OR	"Coos County, Oregon"	15.70690074	45051
Crook County	OR	"Crook County, Oregon"	3.206318443	49006
Curry County	OR	"Curry County, Oregon"	5.559230908	48440
Deschutes County	OR	"Deschutes County, Oregon"	25.36634085	67043
Douglas County	OR	"Douglas County, Oregon"	8.526094996	47267
Gilliam County	OR	"Gilliam County, Oregon"	0.639379234	
Grant County	OR	"Grant County, Oregon"	0.616785683	44712
Harney County	OR	"Harney County, Oregon"	0.285544772	40735
Hood River County	OR	"Hood River County, Oregon"	17.73184249	65679
Jackson County	OR	"Jackson County, Oregon"	30.97124304	53412
Jefferson County	OR	"Jefferson County, Oregon"	5.309688817	53277
Josephine County	OR	"Josephine County, Oregon"	20.75596694	45616
Klamath County	OR	"Klamath County, Oregon"	4.504304919	46491
Lake County	OR	"Lake County, Oregon"	0.387116954	37898
Lane County	OR	"Lane County, Oregon"	32.46881177	52426
Lincoln County	OR	"Lincoln County, Oregon"	19.83484555	47882
Linn County	OR	"Linn County, Oregon"	21.6909575	55893
Malheur County	OR	"Malheur County, Oregon"	1.232806308	43313
Marion County	OR	"Marion County, Oregon"	113.0816711	59625
Multnomah County	OR	"Multnomah County, Oregon"	730.2136338	69176
Sherman County	OR	"Sherman County, Oregon"	0.876637164	
Tillamook County	OR	"Tillamook County, Oregon"	9.593280422	49895
Union County	OR	"Union County, Oregon"	4.965453091	52171
Wallowa County	OR	"Wallowa County, Oregon"	0.907112098	51224
Washington County	OR	"Washington County, Oregon"	320.0523539	82215
Wheeler County	OR	"Wheeler County, Oregon"	0.326472753	
Bristol County	RI	"Bristol County, Rhode Island"	812.6779618	83092
Kent County	RI	"Kent County, Rhode Island"	390.2175842	73521
Providence County	RI	"Providence County, Rhode Island"	623.0158555	58974
Washington County	RI	"Washington County, Rhode Island"	152.2453121	85531
Allegheny County	PA	"Allegheny County, Pennsylvania"	661.481347	61043
Armstrong County	PA	"Armstrong County, Pennsylvania"	38.74371854	51410
Bedford County	PA	"Bedford County, Pennsylvania"	18.147433	50509
Berks County	PA	"Berks County, Pennsylvania"	193.3431104	63728
Bradford County	PA	"Bradford County, Pennsylvania"	20.17770602	52358
Bucks County	PA	"Bucks County, Pennsylvania"	413.0431321	89139
Cambria County	PA	"Cambria County, Pennsylvania"	74.95717597	46659
Cameron County	PA	"Cameron County, Pennsylvania"	4.430737747	
Centre County	PA	"Centre County, Pennsylvania"	55.08264419	60403
Worth County	GA	"Worth County, Georgia"	14.06093635	45398
Clearwater County	ID	"Clearwater County, Idaho"	1.372318262	43915
Elmore County	ID	"Elmore County, Idaho"	3.599258885	46855
Gem County	ID	"Gem County, Idaho"	13.19012954	45492
Jefferson County	ID	"Jefferson County, Idaho"	10.90545355	63048
Kootenai County	ID	"Kootenai County, Idaho"	53.45317555	57242
Lewis County	ID	"Lewis County, Idaho"	2.848867399	
Minidoka County	ID	"Minidoka County, Idaho"	11.02360772	53370
Oneida County	ID	"Oneida County, Idaho"	1.46975983	
Power County	ID	"Power County, Idaho"	2.166730786	48823
Twin Falls County	ID	"Twin Falls County, Idaho"	18.09167601	52919
Adams County	IL	"Adams County, Illinois"	29.68043287	52993
Bond County	IL	"Bond County, Illinois"	16.97857336	57289
Bureau County	IL	"Bureau County, Illinois"	14.7693048	57436
Cass County	IL	"Cass County, Illinois"	13.40117557	52373
Christian County	IL	"Christian County, Illinois"	18.52011395	52834
Clinton County	IL	"Clinton County, Illinois"	30.06023209	66639
Crawford County	IL	"Crawford County, Illinois"	16.25630271	49779
De Witt County	IL	"De Witt County, Illinois"	15.06878377	55587
DuPage County	IL	"DuPage County, Illinois"	1098.801439	92809
Effingham County	IL	"Effingham County, Illinois"	27.95793298	56685
Franklin County	IL	"Franklin County, Illinois"	35.69414891	42769
Greene County	IL	"Greene County, Illinois"	8.521364396	49885
Hamilton County	IL	"Hamilton County, Illinois"	7.100271642	54046
Henderson County	IL	"Henderson County, Illinois"	6.510246817	53676
Jackson County	IL	"Jackson County, Illinois"	35.0487047	37241
Marion County	IL	"Marion County, Illinois"	25.44330356	47519
Massac County	IL	"Massac County, Illinois"	23.06835766	47481
Monroe County	IL	"Monroe County, Illinois"	35.03240213	85747
Moultrie County	IL	"Moultrie County, Illinois"	16.69410769	61456
Peoria County	IL	"Peoria County, Illinois"	113.4664709	55842
Pike County	IL	"Pike County, Illinois"	6.84519018	47492
Putnam County	IL	"Putnam County, Illinois"	13.59462031	63638
Rock Island County	IL	"Rock Island County, Illinois"	130.6635849	54858
Saline County	IL	"Saline County, Illinois"	24.15029227	44090
Scott County	IL	"Scott County, Illinois"	7.619214348	57118
Stephenson County	IL	"Stephenson County, Illinois"	30.53937488	48805
Vermilion County	IL	"Vermilion County, Illinois"	31.88639473	46515
Washington County	IL	"Washington County, Illinois"	9.444143141	61763
White County	IL	"White County, Illinois"	10.82449959	49290
Williamson County	IL	"Williamson County, Illinois"	61.70228703	50734
Adair County	IA	"Adair County, Iowa"	5.084087522	53363
Appanoose County	IA	"Appanoose County, Iowa"	9.563086759	40167
Benton County	IA	"Benton County, Iowa"	13.78931967	67729
Bremer County	IA	"Bremer County, Iowa"	22.1547296	70395
Buena Vista County	IA	"Buena Vista County, Iowa"	13.9847237	57125
Carroll County	IA	"Carroll County, Iowa"	14.07574804	59212
Cerro Gordo County	IA	"Cerro Gordo County, Iowa"	29.30042428	53963
Clarke County	IA	"Clarke County, Iowa"	8.730279818	54427
Clayton County	IA	"Clayton County, Iowa"	8.45262805	53152
Dallas County	IA	"Dallas County, Iowa"	65.41898714	88479
Delaware County	IA	"Delaware County, Iowa"	11.68832853	63750
Jasper County	IA	"Jasper County, Iowa"	19.98789394	58952
Jones County	IA	"Jones County, Iowa"	13.84852436	57549
Kossuth County	IA	"Kossuth County, Iowa"	5.885617519	56073
Louisa County	IA	"Louisa County, Iowa"	10.41434449	56673
Madison County	IA	"Madison County, Iowa"	11.38885808	66316
Marion County	IA	"Marion County, Iowa"	23.26680793	61038
Mitchell County	IA	"Mitchell County, Iowa"	8.692838842	58302
Montgomery County	IA	"Montgomery County, Iowa"	9.404539081	51696
Taos County	NM	"Taos County, New Mexico"	6.046331831	38329
Union County	NM	"Union County, New Mexico"	0.411735964	
Valencia County	NM	"Valencia County, New Mexico"	27.58198395	48945
Barnes County	ND	"Barnes County, North Dakota"	2.809388647	58365
Benson County	ND	"Benson County, North Dakota"	1.658352171	47667
Bottineau County	ND	"Bottineau County, North Dakota"	1.475827183	60381
Bowman County	ND	"Bowman County, North Dakota"	0.994659262	
Burleigh County	ND	"Burleigh County, North Dakota"	23.28350343	71524
Cass County	ND	"Cass County, North Dakota"	40.36722012	64482
Dickey County	ND	"Dickey County, North Dakota"	1.705820574	
Dunn County	ND	"Dunn County, North Dakota"	0.787201858	
Eddy County	ND	"Eddy County, North Dakota"	1.437838931	
Foster County	ND	"Foster County, North Dakota"	2.068492526	
Golden Valley County	ND	"Golden Valley County, North Dakota"	0.669680631	
Grant County	ND	"Grant County, North Dakota"	0.535440802	
Griggs County	ND	"Griggs County, North Dakota"	1.256342853	
Kidder County	ND	"Kidder County, North Dakota"	0.684149741	
LaMoure County	ND	"LaMoure County, North Dakota"	1.378978274	
McHenry County	ND	"McHenry County, North Dakota"	1.10126986	64179
McIntosh County	ND	"McIntosh County, North Dakota"	1.002334763	
McLean County	ND	"McLean County, North Dakota"	1.78774443	68529
Mercer County	ND	"Mercer County, North Dakota"	3.09168798	82181
Mountrail County	ND	"Mountrail County, North Dakota"	2.075034391	72147
Oliver County	ND	"Oliver County, North Dakota"	1.003197488	
Pembina County	ND	"Pembina County, North Dakota"	2.362449508	64549
Ramsey County	ND	"Ramsey County, North Dakota"	3.780023816	58910
Ransom County	ND	"Ransom County, North Dakota"	2.553056762	63903
Richland County	ND	"Richland County, North Dakota"	4.445216586	61371
Rolette County	ND	"Rolette County, North Dakota"	5.210641941	43158
Sheridan County	ND	"Sheridan County, North Dakota"	0.502372205	
Sioux County	ND	"Sioux County, North Dakota"	1.375644696	
Stark County	ND	"Stark County, North Dakota"	9.731565071	72045
Steele County	ND	"Steele County, North Dakota"	0.974820826	
Towner County	ND	"Towner County, North Dakota"	0.814303507	
Traill County	ND	"Traill County, North Dakota"	3.58250743	64453
Ward County	ND	"Ward County, North Dakota"	13.41058041	68871
Williams County	ND	"Williams County, North Dakota"	7.610166985	87161
Apache County	AZ	"Apache County, Arizona"	2.276312562	32508
Cochise County	AZ	"Cochise County, Arizona"	7.799888753	49260
Coconino County	AZ	"Coconino County, Arizona"	3.009386771	59460
Gila County	AZ	"Gila County, Arizona"	4.323525367	43524
Graham County	AZ	"Graham County, Arizona"	3.218968208	51353
Greenlee County	AZ	"Greenlee County, Arizona"	2.004347747	63473
La Paz County	AZ	"La Paz County, Arizona"	1.421683836	34643
Maricopa County	AZ	"Maricopa County, Arizona"	185.484624	64468
Mohave County	AZ	"Mohave County, Arizona"	6.176277062	45587
Navajo County	AZ	"Navajo County, Arizona"	4.141283994	40067
Pima County	AZ	"Pima County, Arizona"	43.84430604	53379
Pinal County	AZ	"Pinal County, Arizona"	30.59894137	58174
Santa Cruz County	AZ	"Santa Cruz County, Arizona"	14.88794034	41259
Yavapai County	AZ	"Yavapai County, Arizona"	11.22765485	52451
Yuma County	AZ	"Yuma County, Arizona"	14.27660635	45243
Allen County	KS	"Allen County, Kansas"	9.666882031	45333
Anderson County	KS	"Anderson County, Kansas"	5.219602707	50213
Atchison County	KS	"Atchison County, Kansas"	14.63908379	50439
Barber County	KS	"Barber County, Kansas"	1.439446174	
Barton County	KS	"Barton County, Kansas"	10.99449708	49723
Bourbon County	KS	"Bourbon County, Kansas"	8.725045746	43917
Chester County	PA	"Chester County, Pennsylvania"	274.9171286	100214
Clearfield County	PA	"Clearfield County, Pennsylvania"	27.15836269	49015
Clinton County	PA	"Clinton County, Pennsylvania"	16.2835405	50923
Crawford County	PA	"Crawford County, Pennsylvania"	32.01311319	50304
Cumberland County	PA	"Cumberland County, Pennsylvania"	183.6577328	71269
Delaware County	PA	"Delaware County, Pennsylvania"	1211.628792	74477
Elk County	PA	"Elk County, Pennsylvania"	14.47005197	53440
Fayette County	PA	"Fayette County, Pennsylvania"	62.89090126	47364
Forest County	PA	"Forest County, Pennsylvania"	6.301308293	39717
Fulton County	PA	"Fulton County, Pennsylvania"	12.84444218	53476
Greene County	PA	"Greene County, Pennsylvania"	24.10337952	54776
Indiana County	PA	"Indiana County, Pennsylvania"	38.84616142	49320
Jefferson County	PA	"Jefferson County, Pennsylvania"	26.32974648	47603
Lackawanna County	PA	"Lackawanna County, Pennsylvania"	181.6025518	52821
Lancaster County	PA	"Lancaster County, Pennsylvania"	226.1923022	66056
Lebanon County	PA	"Lebanon County, Pennsylvania"	152.8647136	60281
Lehigh County	PA	"Lehigh County, Pennsylvania"	418.7773869	63897
Lycoming County	PA	"Lycoming County, Pennsylvania"	35.87560852	54241
McKean County	PA	"McKean County, Pennsylvania"	15.93444712	48647
Mercer County	PA	"Mercer County, Pennsylvania"	63.5266658	50696
Monroe County	PA	"Monroe County, Pennsylvania"	106.8310822	63934
Montgomery County	PA	"Montgomery County, Pennsylvania"	684.7560348	91546
Montour County	PA	"Montour County, Pennsylvania"	53.76456339	58333
Northampton County	PA	"Northampton County, Pennsylvania"	326.7579439	70471
Northumberland County	PA	"Northumberland County, Pennsylvania"	77.31677597	48671
Perry County	PA	"Perry County, Pennsylvania"	32.09667662	63718
Philadelphia County	PA	"Philadelphia County, Pennsylvania"	4608.855305	45927
Pike County	PA	"Pike County, Pennsylvania"	41.47674837	65928
Potter County	PA	"Potter County, Pennsylvania"	5.854830273	45419
Schuylkill County	PA	"Schuylkill County, Pennsylvania"	70.93890259	52280
Snyder County	PA	"Snyder County, Pennsylvania"	46.66329717	58997
Somerset County	PA	"Somerset County, Pennsylvania"	26.62337469	49089
Sullivan County	PA	"Sullivan County, Pennsylvania"	5.011424121	47407
Susquehanna County	PA	"Susquehanna County, Pennsylvania"	18.02002406	54966
Tioga County	PA	"Tioga County, Pennsylvania"	13.97732958	51324
Union County	PA	"Union County, Pennsylvania"	52.15730131	59399
Venango County	PA	"Venango County, Pennsylvania"	28.89131812	49945
Warren County	PA	"Warren County, Pennsylvania"	16.84815743	50250
Washington County	PA	"Washington County, Pennsylvania"	94.31644827	63543
Wayne County	PA	"Wayne County, Pennsylvania"	27.21395643	56096
Wyoming County	PA	"Wyoming County, Pennsylvania"	25.3294151	59415
York County	PA	"York County, Pennsylvania"	194.8677731	66457
Abbeville County	SC	"Abbeville County, South Carolina"	19.09707877	38741
Allendale County	SC	"Allendale County, South Carolina"	7.605770066	27185
Anderson County	SC	"Anderson County, South Carolina"	110.1849856	50865
Barnwell County	SC	"Barnwell County, South Carolina"	14.49628478	35803
Beaufort County	SC	"Beaufort County, South Carolina"	125.4195209	68377
Calhoun County	SC	"Calhoun County, South Carolina"	14.30237035	46339
Charleston County	SC	"Charleston County, South Carolina"	171.7037354	64022
Chester County	SC	"Chester County, South Carolina"	21.47341956	42442
Chesterfield County	SC	"Chesterfield County, South Carolina"	20.91125569	41505
Colleton County	SC	"Colleton County, South Carolina"	14.10793906	36324
Darlington County	SC	"Darlington County, South Carolina"	43.32547401	38448
Dillon County	SC	"Dillon County, South Carolina"	26.96742674	30812
Edgefield County	SC	"Edgefield County, South Carolina"	19.784343	49127
Fairfield County	SC	"Fairfield County, South Carolina"	11.78495047	38213
Georgetown County	SC	"Georgetown County, South Carolina"	30.08855471	48456
O'Brien County	IA	"O'Brien County, Iowa"	9.55561243	53703
Palo Alto County	IA	"Palo Alto County, Iowa"	6.159953844	52932
Polk County	IA	"Polk County, Iowa"	332.257001	67637
Poweshiek County	IA	"Poweshiek County, Iowa"	12.31859769	53852
Scott County	IA	"Scott County, Iowa"	147.2181754	61183
Story County	IA	"Story County, Iowa"	66.44963204	56756
Taylor County	IA	"Taylor County, Iowa"	4.279848439	50431
Wapello County	IA	"Wapello County, Iowa"	31.68355353	46246
Wayne County	IA	"Wayne County, Iowa"	4.773844699	44768
Winnebago County	IA	"Winnebago County, Iowa"	10.29537422	49870
Worth County	IA	"Worth County, Iowa"	7.182179635	57130
Anne Arundel County	MD	"Anne Arundel County, Maryland"	547.5491952	100798
Calvert County	MD	"Calvert County, Maryland"	168.0368824	109313
Cecil County	MD	"Cecil County, Maryland"	115.6467289	76887
Frederick County	MD	"Frederick County, Maryland"	158.8132149	97730
Howard County	MD	"Howard County, Maryland"	511.2912016	121160
Montgomery County	MD	"Montgomery County, Maryland"	831.5875917	108820
St. Mary's County	MD	"St. Mary's County, Maryland"	122.4976125	89845
Cheboygan County	MI	"Cheboygan County, Michigan"	13.80735024	48044
Clinton County	MI	"Clinton County, Michigan"	53.94465912	70390
Dickinson County	MI	"Dickinson County, Michigan"	13.16541801	51645
Emmet County	MI	"Emmet County, Michigan"	28.1705597	55829
Gogebic County	MI	"Gogebic County, Michigan"	5.037628177	38839
Hillsdale County	MI	"Hillsdale County, Michigan"	29.52865246	49622
Ingham County	MI	"Ingham County, Michigan"	197.8147597	52872
Iosco County	MI	"Iosco County, Michigan"	17.74537019	43678
Jackson County	MI	"Jackson County, Michigan"	88.21473768	53658
Kent County	MI	"Kent County, Michigan"	299.2531904	63053
Lapeer County	MI	"Lapeer County, Michigan"	52.88546304	62641
Lenawee County	MI	"Lenawee County, Michigan"	51.20868436	55450
Mackinac County	MI	"Mackinac County, Michigan"	4.093469235	47938
Marquette County	MI	"Marquette County, Michigan"	14.08987584	53970
Menominee County	MI	"Menominee County, Michigan"	8.691395595	46828
Missaukee County	MI	"Missaukee County, Michigan"	10.2898996	47194
Montmorency County	MI	"Montmorency County, Michigan"	6.46452619	41772
Oakland County	MI	"Oakland County, Michigan"	567.3481381	79698
Ontonagon County	MI	"Ontonagon County, Michigan"	1.712897532	41546
Otsego County	MI	"Otsego County, Michigan"	18.81081392	54332
Presque Isle County	MI	"Presque Isle County, Michigan"	7.609302447	47948
St. Clair County	MI	"St. Clair County, Michigan"	85.82552426	56951
Schoolcraft County	MI	"Schoolcraft County, Michigan"	2.651273076	45500
Van Buren County	MI	"Van Buren County, Michigan"	48.01682923	54485
George County	MS	"George County, Mississippi"	19.63999675	47292
Hancock County	MS	"Hancock County, Mississippi"	37.51584798	48119
Holmes County	MS	"Holmes County, Mississippi"	8.674457081	21504
Itawamba County	MS	"Itawamba County, Mississippi"	17.2928686	44567
Jefferson County	MS	"Jefferson County, Mississippi"	5.391273717	25019
Kemper County	MS	"Kemper County, Mississippi"	4.529321575	31103
Lamar County	MS	"Lamar County, Mississippi"	49.9350835	60328
Leake County	MS	"Leake County, Mississippi"	14.09222996	37096
Lincoln County	MS	"Lincoln County, Mississippi"	22.99130302	42606
Marion County	MS	"Marion County, Mississippi"	17.39858268	32090
Montgomery County	MS	"Montgomery County, Mississippi"	9.318124045	39840
Newton County	MS	"Newton County, Mississippi"	14.22797855	35958
Panola County	MS	"Panola County, Mississippi"	18.71299966	38304
Pike County	MS	"Pike County, Mississippi"	38.04927145	31784
Quitman County	MS	"Quitman County, Mississippi"	5.887649207	25283
Sharkey County	MS	"Sharkey County, Mississippi"	3.398471649	
Smith County	MS	"Smith County, Mississippi"	8.622352785	43105
Butler County	KS	"Butler County, Kansas"	18.19643612	64782
Chautauqua County	KS	"Chautauqua County, Kansas"	2.042069244	
Cherokee County	KS	"Cherokee County, Kansas"	12.72316608	43175
Clark County	KS	"Clark County, Kansas"	0.788733413	
Clay County	KS	"Clay County, Kansas"	4.856653988	53929
Coffey County	KS	"Coffey County, Kansas"	5.148975642	59583
Comanche County	KS	"Comanche County, Kansas"	0.827259462	
Crawford County	KS	"Crawford County, Kansas"	25.51359668	41004
Dickinson County	KS	"Dickinson County, Kansas"	8.387820283	49991
Doniphan County	KS	"Doniphan County, Kansas"	7.369206223	49703
Edwards County	KS	"Edwards County, Kansas"	1.80480621	
Elk County	KS	"Elk County, Kansas"	1.488041066	
Ellsworth County	KS	"Ellsworth County, Kansas"	3.440291982	54902
Finney County	KS	"Finney County, Kansas"	11.40812551	60798
Franklin County	KS	"Franklin County, Kansas"	17.55440097	56582
Geary County	KS	"Geary County, Kansas"	36.87644271	53133
